,example_compound_name,InChIKey,InChIKey_simp,organism_name,accepted_name,accepted_name_w_author,accepted_species,accepted_family,refDOI,sanitised_dois
72060,"Gossypetin 3,8,3',4'-tetramethyl ether",MBOJUFZHGKKHLS-UHFFFAOYSA-N,MBOJUFZHGKKHLS,Ericameria nauseosa,Ericameria nauseosa,Ericameria nauseosa (Pall. ex Pursh) G.L.Nesom & G.I.Baird,Ericameria nauseosa,Asteraceae,10.1016/J.BIOPHA.2022.113754,10.1016_J.BIOPHA.2022.113754
89096,"2,8-DECADIENE-4,6-DIYNOIC ACID, METHYL ESTER",GXPDZHWFJLUFGY-SCPMJEMWSA-N,GXPDZHWFJLUFGY,Erigeron annuus,Erigeron annuus,Erigeron annuus (L.) Desf.,Erigeron annuus,Asteraceae,10.5772/INTECHOPEN.75648,10.5772_INTECHOPEN.75648
89016,apigenin,KZNIFHPLKGYRTM-UHFFFAOYSA-N,KZNIFHPLKGYRTM,Erigeron annuus,Erigeron annuus,Erigeron annuus (L.) Desf.,Erigeron annuus,Asteraceae,10.5772/INTECHOPEN.75648,10.5772_INTECHOPEN.75648
89089,Erigeroside,QCBPBADGYXFZSW-ZHVGPZTNSA-N,QCBPBADGYXFZSW,Erigeron annuus,Erigeron annuus,Erigeron annuus (L.) Desf.,Erigeron annuus,Asteraceae,10.5772/INTECHOPEN.75648,10.5772_INTECHOPEN.75648
88929,3-hydroxy-4H-pyran-4-one,VEYIMQVTPXPUHA-UHFFFAOYSA-N,VEYIMQVTPXPUHA,Erigeron annuus,Erigeron annuus,Erigeron annuus (L.) Desf.,Erigeron annuus,Asteraceae,10.5772/INTECHOPEN.75648,10.5772_INTECHOPEN.75648
1790,2-dodecenal,SSNZFFBDIMUILS-UHFFFAOYSA-N,SSNZFFBDIMUILS,Eryngium foetidum,Eryngium foetidum,Eryngium foetidum L.,Eryngium foetidum,Apiaceae,10.1186/S40199-015-0136-3,10.1186_S40199-015-0136-3
258298,"3-(4-hydroxy-2,5-dimethoxyphenyl)-2H-chromen-7-ol",GBKRXXWMGNSTGL-UHFFFAOYSA-N,GBKRXXWMGNSTGL,Erythrina abyssinica,Erythrina abyssinica,Erythrina abyssinica Lam.,Erythrina abyssinica,Fabaceae,10.4314/BCSE.V23I2.44963,10.4314_BCSE.V23I2.44963
254179,Eryvarin L,ZXVCAYAYUZVPPH-UHFFFAOYSA-N,ZXVCAYAYUZVPPH,Erythrina abyssinica,Erythrina abyssinica,Erythrina abyssinica Lam.,Erythrina abyssinica,Fabaceae,10.4314/BCSE.V23I2.44963,10.4314_BCSE.V23I2.44963
255185,(+)-Erythraline,TVOFUERNMZTYRM-UHFFFAOYSA-N,TVOFUERNMZTYRM,Erythrina afra,Erythrina afra,Erythrina afra Thunb.,Erythrina afra,Fabaceae,10.1186/1472-6882-14-61,10.1186_1472-6882-14-61
27957,"16-Methoxy-5,7-dioxa-20-azapentacyclo[10.5.3.01,13.02,10.04,8]icosa-2,4(8),9,13,16-pentaen-15-one",RDJMCICSPBAMDM-UHFFFAOYSA-N,RDJMCICSPBAMDM,Erythrina crista-galli,Erythrina crista-galli,Erythrina crista-galli L.,Erythrina crista-galli,Fabaceae,10.1186/1472-6882-14-61,10.1186_1472-6882-14-61
28399,"5-Hydroxy-4,13-dimethoxy-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2,4,6,10,13-pentaen-12-one",UAILJXHNUWQNKQ-UHFFFAOYSA-N,UAILJXHNUWQNKQ,Erythrina crista-galli,Erythrina crista-galli,Erythrina crista-galli L.,Erythrina crista-galli,Fabaceae,10.1186/1472-6882-14-61,10.1186_1472-6882-14-61
28403,(+)-Erythraline,TVOFUERNMZTYRM-UHFFFAOYSA-N,TVOFUERNMZTYRM,Erythrina crista-galli,Erythrina crista-galli,Erythrina crista-galli L.,Erythrina crista-galli,Fabaceae,10.1186/1472-6882-14-61,10.1186_1472-6882-14-61
28460,norreticuline,FVEMXQCEJGGXJB-UHFFFAOYSA-N,FVEMXQCEJGGXJB,Erythrina crista-galli,Erythrina crista-galli,Erythrina crista-galli L.,Erythrina crista-galli,Fabaceae,10.1186/1472-6882-14-61,10.1186_1472-6882-14-61
258925,(+)-Erythraline,TVOFUERNMZTYRM-UHFFFAOYSA-N,TVOFUERNMZTYRM,Erythrina latissima,Erythrina latissima,Erythrina latissima E.Mey.,Erythrina latissima,Fabaceae,10.1186/1472-6882-14-61,10.1186_1472-6882-14-61
258967,"5-Hydroxy-4,13-dimethoxy-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2,4,6,10,13-pentaen-12-one",UAILJXHNUWQNKQ-UHFFFAOYSA-N,UAILJXHNUWQNKQ,Erythrina verna,Erythrina verna,Erythrina verna Vell.,Erythrina verna,Fabaceae,10.1186/1472-6882-14-61,10.1186_1472-6882-14-61
259126,norreticuline,FVEMXQCEJGGXJB-UHFFFAOYSA-N,FVEMXQCEJGGXJB,Erythrina verna,Erythrina verna,Erythrina verna Vell.,Erythrina verna,Fabaceae,10.1186/1472-6882-14-61,10.1186_1472-6882-14-61
258547,"16-Methoxy-5,7-dioxa-20-azapentacyclo[10.5.3.01,13.02,10.04,8]icosa-2,4(8),9,13,16-pentaen-15-one",RDJMCICSPBAMDM-UHFFFAOYSA-N,RDJMCICSPBAMDM,Erythrina verna,Erythrina verna,Erythrina verna Vell.,Erythrina verna,Fabaceae,10.1186/1472-6882-14-61,10.1186_1472-6882-14-61
258895,(+)-Erythraline,TVOFUERNMZTYRM-UHFFFAOYSA-N,TVOFUERNMZTYRM,Erythrina verna,Erythrina verna,Erythrina verna Vell.,Erythrina verna,Fabaceae,10.1186/1472-6882-14-61,10.1186_1472-6882-14-61
255118,(+)-Erythraline,TVOFUERNMZTYRM-UHFFFAOYSA-N,TVOFUERNMZTYRM,Erythrina × bidwillii,Erythrina × bidwillii,Erythrina × bidwillii Lindl.,Erythrina × bidwillii,Fabaceae,10.1186/1472-6882-14-61,10.1186_1472-6882-14-61
387457,berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,YBHILYKTIRIUTE,Eschscholzia caespitosa,Eschscholzia caespitosa,Eschscholzia caespitosa Benth.,Eschscholzia caespitosa,Papaveraceae,10.1021/NP50041A003,10.1021_NP50041A003
370278,"(1S,4S,5R,8R,10S,13S,14R,17S,18R,19S,20R)-10-hydroxy-4,5,9,9,13,19,20-heptamethyl-24-oxahexacyclo[15.5.2.0¹,¹⁸.0⁴,¹⁷.0⁵,¹⁴.0⁸,¹³]tetracos-15-en-23-one",UVBLDLGZDSGCSN-RUOWOPRNSA-N,UVBLDLGZDSGCSN,Eucalyptus tereticornis,Eucalyptus tereticornis,Eucalyptus tereticornis Sm.,Eucalyptus tereticornis,Myrtaceae,10.1590/S0103-50532012000300013,10.1590_S0103-50532012000300013
368599,ursolic acid,WCGUUGGRBIKTOS-GPOJBZKASA-N,WCGUUGGRBIKTOS,Eucalyptus tereticornis,Eucalyptus tereticornis,Eucalyptus tereticornis Sm.,Eucalyptus tereticornis,Myrtaceae,10.1590/S0103-50532012000300013,10.1590_S0103-50532012000300013
206631,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,MQYXUWHLBZFQQO,Euclea natalensis,Euclea natalensis,Euclea natalensis A.DC.,Euclea natalensis,Ebenaceae,10.1021/NP2002012,10.1021_NP2002012
365023,"(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl (1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bS)-9-hydroxy-1-(2-hydroxyacetyl)-5a,5b,8,8,11a-pentamethyl-hexadecahydrocyclopenta[a]chrysene-3a-carboxylate",PLXXELYYJOUNNL-GSNRUCFYSA-N,PLXXELYYJOUNNL,Eugenia florida,Eugenia florida,Eugenia florida DC.,Eugenia florida,Myrtaceae,10.1590/S0103-50531999000400011,10.1590_S0103-50531999000400011
365410,platanic acid,RVMPLOSJMIQORE-FUAAEJBOSA-N,RVMPLOSJMIQORE,Eugenia moraviana,Eugenia modesta,Eugenia modesta DC.,Eugenia modesta,Myrtaceae,10.1590/S0103-50532001000200009,10.1590_S0103-50532001000200009
365414,platanic acid,RVMPLOSJMIQORE-FUAAEJBOSA-N,RVMPLOSJMIQORE,Eugenia modesta,Eugenia modesta,Eugenia modesta DC.,Eugenia modesta,Myrtaceae,10.1590/S0103-50532001000200009,10.1590_S0103-50532001000200009
365367,betulinic acid,QGJZLNKBHJESQX-FZFNOLFKSA-N,QGJZLNKBHJESQX,Eugenia modesta,Eugenia modesta,Eugenia modesta DC.,Eugenia modesta,Myrtaceae,10.1590/S0103-50532001000200009,10.1590_S0103-50532001000200009
365361,betulinic acid,QGJZLNKBHJESQX-FZFNOLFKSA-N,QGJZLNKBHJESQX,Eugenia moraviana,Eugenia modesta,Eugenia modesta DC.,Eugenia modesta,Myrtaceae,10.1590/S0103-50532001000200009,10.1590_S0103-50532001000200009
365058,beta-sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,KZJWDPNRJALLNS,Eugenia modesta,Eugenia modesta,Eugenia modesta DC.,Eugenia modesta,Myrtaceae,10.1590/S0103-50532001000200009,10.1590_S0103-50532001000200009
365057,beta-sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,KZJWDPNRJALLNS,Eugenia moraviana,Eugenia modesta,Eugenia modesta DC.,Eugenia modesta,Myrtaceae,10.1590/S0103-50532001000200009,10.1590_S0103-50532001000200009
365413,Nootkatol,GFNWRKNVTHDNPV-UXOAXIEHSA-N,GFNWRKNVTHDNPV,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365061,spathulenol,FRMCCTDTYSRUBE-BGPZULBFSA-N,FRMCCTDTYSRUBE,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365620,myrcene,UAHWPYUMFXYFJY-UHFFFAOYSA-N,UAHWPYUMFXYFJY,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365594,γ‑terpinene,YKFLAYDHMOASIY-UHFFFAOYSA-N,YKFLAYDHMOASIY,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365310,"(1E,4E)-germacrene B",GXEGJTGWYVZSNR-SJRHNVSNSA-N,GXEGJTGWYVZSNR,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365342,Atractylone,TYPSVDGIQAOBAD-DZGCQCFKSA-N,TYPSVDGIQAOBAD,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365305,(+)-α-phellandrene,OGLDWXZKYODSOB-JTQLQIEISA-N,OGLDWXZKYODSOB,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365256,isocaryophyllene,NPNUFJAVOOONJE-FLFDDASRSA-N,NPNUFJAVOOONJE,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365756,δ-elemene,MXDMETWAEGIFOE-CABCVRRESA-N,MXDMETWAEGIFOE,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
364867,"(3Z)-3,8-dimethylnona-1,3,7-triene",KKOMDCHXUFZCPD-LUAWRHEFSA-N,KKOMDCHXUFZCPD,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
364871,"3,8-dimethylnona-1,3,7-triene",KKOMDCHXUFZCPD-UHFFFAOYSA-N,KKOMDCHXUFZCPD,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365729,γ-selinene,RMZHSBMIZBMVMN-LSDHHAIUSA-N,RMZHSBMIZBMVMN,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
364930,"(1aS,4aS,7R,7aR,7bS)-1,1,7-trimethyl-4-methylidene-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene",ITYNGVSTWVVPIC-RKQHYHRCSA-N,ITYNGVSTWVVPIC,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
364808,"1,5-Dimethyl-8-(propan-2-ylidene)cyclodeca-1,5-diene",GXEGJTGWYVZSNR-UHFFFAOYSA-N,GXEGJTGWYVZSNR,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365269,(3E)-β-ocimene,IHPKGUQCSIINRJ-CSKARUKUSA-N,IHPKGUQCSIINRJ,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365667,(-)-beta-Elemene,OPFTUNCRGUEPRZ-ZNMIVQPWSA-N,OPFTUNCRGUEPRZ,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365672,isocaryophyllene oxide,NVEQFIOZRFFVFW-GUIRCDHDSA-N,NVEQFIOZRFFVFW,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365293,"(1S,2S,4R)-β-elemene",OPFTUNCRGUEPRZ-QLFBSQMISA-N,OPFTUNCRGUEPRZ,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365289,beta-ocimene,IHPKGUQCSIINRJ-UHFFFAOYSA-N,IHPKGUQCSIINRJ,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365282,(+)-linalool,CDOSHBSSFJOMGT-SNVBAGLBSA-N,CDOSHBSSFJOMGT,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365247,(+)-beta-selinene,YOVSPTNQHMDJAG-QLFBSQMISA-N,YOVSPTNQHMDJAG,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
365275,(-)-germacrene D,GAIBLDCXCZKKJE-RXJOXMPGSA-N,GAIBLDCXCZKKJE,Eugenia uniflora,Eugenia uniflora,Eugenia uniflora L.,Eugenia uniflora,Myrtaceae,10.1590/S0103-50532010000500012,10.1590_S0103-50532010000500012
450617,Quadrigemine A,XRCKDTICIIHERM-UHFFFAOYSA-N,XRCKDTICIIHERM,Psychotria forsteriana,Eumachia forsteriana,"Eumachia forsteriana (A.Gray) Barrabé, C.M.Taylor & Razafim.",Eumachia forsteriana,Rubiaceae,10.1055/S-2006-962098,10.1055_S-2006-962098
450980,hodgkinsine,DPVWJPVYOXKFRQ-BDMNMGLZSA-N,DPVWJPVYOXKFRQ,Psychotria forsteriana,Eumachia forsteriana,"Eumachia forsteriana (A.Gray) Barrabé, C.M.Taylor & Razafim.",Eumachia forsteriana,Rubiaceae,10.1055/S-2006-962098,10.1055_S-2006-962098
451152,psychotridine,DVJSMVZSIBHXAO-UHFFFAOYSA-N,DVJSMVZSIBHXAO,Psychotria forsteriana,Eumachia forsteriana,"Eumachia forsteriana (A.Gray) Barrabé, C.M.Taylor & Razafim.",Eumachia forsteriana,Rubiaceae,10.1055/S-2006-962098,10.1055_S-2006-962098
450633,(-)-chimonanthine,HOYXPMHLHJOGHD-FNAHDJPLSA-N,HOYXPMHLHJOGHD,Psychotria forsteriana,Eumachia forsteriana,"Eumachia forsteriana (A.Gray) Barrabé, C.M.Taylor & Razafim.",Eumachia forsteriana,Rubiaceae,10.1055/S-2006-962098,10.1055_S-2006-962098
451181,quadrigemine B,AVQUGAAZHJLAOQ-UHFFFAOYSA-N,AVQUGAAZHJLAOQ,Psychotria forsteriana,Eumachia forsteriana,"Eumachia forsteriana (A.Gray) Barrabé, C.M.Taylor & Razafim.",Eumachia forsteriana,Rubiaceae,10.1055/S-2006-962098,10.1055_S-2006-962098
457296,psychotridine,DVJSMVZSIBHXAO-UHFFFAOYSA-N,DVJSMVZSIBHXAO,Eumachia forsteriana,Eumachia forsteriana,"Eumachia forsteriana (A.Gray) Barrabé, C.M.Taylor & Razafim.",Eumachia forsteriana,Rubiaceae,10.1055/S-2006-962098,10.1055_S-2006-962098
457324,quadrigemine B,AVQUGAAZHJLAOQ-UHFFFAOYSA-N,AVQUGAAZHJLAOQ,Eumachia forsteriana,Eumachia forsteriana,"Eumachia forsteriana (A.Gray) Barrabé, C.M.Taylor & Razafim.",Eumachia forsteriana,Rubiaceae,10.1055/S-2006-962098,10.1055_S-2006-962098
457253,Quadrigemine A,XRCKDTICIIHERM-UHFFFAOYSA-N,XRCKDTICIIHERM,Eumachia forsteriana,Eumachia forsteriana,"Eumachia forsteriana (A.Gray) Barrabé, C.M.Taylor & Razafim.",Eumachia forsteriana,Rubiaceae,10.1055/S-2006-962098,10.1055_S-2006-962098
457276,(-)-chimonanthine,HOYXPMHLHJOGHD-FNAHDJPLSA-N,HOYXPMHLHJOGHD,Eumachia forsteriana,Eumachia forsteriana,"Eumachia forsteriana (A.Gray) Barrabé, C.M.Taylor & Razafim.",Eumachia forsteriana,Rubiaceae,10.1055/S-2006-962098,10.1055_S-2006-962098
457316,hodgkinsine,DPVWJPVYOXKFRQ-BDMNMGLZSA-N,DPVWJPVYOXKFRQ,Eumachia forsteriana,Eumachia forsteriana,"Eumachia forsteriana (A.Gray) Barrabé, C.M.Taylor & Razafim.",Eumachia forsteriana,Rubiaceae,10.1055/S-2006-962098,10.1055_S-2006-962098
173083,"hexane-1,2,3,4,5,6-hexol",FBPFZTCFMRRESA-UHFFFAOYSA-N,FBPFZTCFMRRESA,Euonymus alatus,Euonymus alatus,Euonymus alatus (Thunb.) Siebold,Euonymus alatus,Celastraceae,10.1104/PP.80.4.972,10.1104_PP.80.4.972
174312,D-altritol,FBPFZTCFMRRESA-KAZBKCHUSA-N,FBPFZTCFMRRESA,Euonymus atropurpureus,Euonymus atropurpureus,Euonymus atropurpureus Jacq.,Euonymus atropurpureus,Celastraceae,10.1104/PP.80.4.972,10.1104_PP.80.4.972
174323,"hexane-1,2,3,4,5,6-hexol",FBPFZTCFMRRESA-UHFFFAOYSA-N,FBPFZTCFMRRESA,Euonymus fortunei,Euonymus fortunei,Euonymus fortunei (Turcz.) Hand.-Mazz.,Euonymus fortunei,Celastraceae,10.1104/PP.80.4.972,10.1104_PP.80.4.972
174443,cholesterol,HVYWMOMLDIMFJA-DPAQBDIFSA-N,HVYWMOMLDIMFJA,Euonymus japonicus,Euonymus japonicus,Euonymus japonicus Thunb.,Euonymus japonicus,Celastraceae,10.3989/GYA.1999.V50.I5.678,10.3989_GYA.1999.V50.I5.678
174275,brassicasterol,OILXMJHPFNGGTO-ZAUYPBDWSA-N,OILXMJHPFNGGTO,Euonymus japonicus,Euonymus japonicus,Euonymus japonicus Thunb.,Euonymus japonicus,Celastraceae,10.3989/GYA.1999.V50.I5.678,10.3989_GYA.1999.V50.I5.678
174156,beta-sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,KZJWDPNRJALLNS,Euonymus japonicus,Euonymus japonicus,Euonymus japonicus Thunb.,Euonymus japonicus,Celastraceae,10.3989/GYA.1999.V50.I5.678,10.3989_GYA.1999.V50.I5.678
174364,campesterol,SGNBVLSWZMBQTH-PODYLUTMSA-N,SGNBVLSWZMBQTH,Euonymus japonicus,Euonymus japonicus,Euonymus japonicus Thunb.,Euonymus japonicus,Celastraceae,10.3989/GYA.1999.V50.I5.678,10.3989_GYA.1999.V50.I5.678
174503,stigmasterol,HCXVJBMSMIARIN-PHZDYDNGSA-N,HCXVJBMSMIARIN,Euonymus japonicus,Euonymus japonicus,Euonymus japonicus Thunb.,Euonymus japonicus,Celastraceae,10.3989/GYA.1999.V50.I5.678,10.3989_GYA.1999.V50.I5.678
174512,avenasterol,MCWVPSBQQXUCTB-OQTIOYDCSA-N,MCWVPSBQQXUCTB,Euonymus japonicus,Euonymus japonicus,Euonymus japonicus Thunb.,Euonymus japonicus,Celastraceae,10.3989/GYA.1999.V50.I5.678,10.3989_GYA.1999.V50.I5.678
174059,5-dehydro-avenasterol,XPRWWANUPMYKMF-HVEGQNEHSA-N,XPRWWANUPMYKMF,Euonymus japonicus,Euonymus japonicus,Euonymus japonicus Thunb.,Euonymus japonicus,Celastraceae,10.3989/GYA.1999.V50.I5.678,10.3989_GYA.1999.V50.I5.678
174339,(1r)-2-(Phosphonooxy)-1-[(Tridecanoyloxy)methyl]ethyl Pentadecanoate,UOOPRMYYAWVCCZ-GDLZYMKVSA-N,UOOPRMYYAWVCCZ,Euonymus japonicus,Euonymus japonicus,Euonymus japonicus Thunb.,Euonymus japonicus,Celastraceae,10.3989/GYA.1999.V50.I5.678,10.3989_GYA.1999.V50.I5.678
174338,"1,2-dihexadecanoyl-sn-glycerol-3-phosphate",PORPENFLTBBHSG-MGBGTMOVSA-N,PORPENFLTBBHSG,Euonymus japonicus,Euonymus japonicus,Euonymus japonicus Thunb.,Euonymus japonicus,Celastraceae,10.3989/GYA.1999.V50.I5.678,10.3989_GYA.1999.V50.I5.678
170365,"hexane-1,2,3,4,5,6-hexol",FBPFZTCFMRRESA-UHFFFAOYSA-N,FBPFZTCFMRRESA,Euonymus maackii,Euonymus maackii,Euonymus maackii Rupr.,Euonymus maackii,Celastraceae,10.1104/PP.80.4.972,10.1104_PP.80.4.972
70189,Eupatoriopicrin,VWJYWGYJIDQUEG-DKDOXNMLSA-N,VWJYWGYJIDQUEG,Eupatorium cannabinum,Eupatorium cannabinum,Eupatorium cannabinum L.,Eupatorium cannabinum,Asteraceae,10.1038/BJC.1989.13,10.1038_BJC.1989.13
220112,"[(1S,2R,3aR,5S,6E,10R,13R,13aR)-3a,10,13-triacetyloxy-2,5,8,8-tetramethyl-12-methylidene-4,9-dioxo-1,2,3,5,10,11,13,13a-octahydrocyclopenta[12]annulen-1-yl] benzoate",UXXCYRXOIGPLCA-PNURPOIQSA-N,UXXCYRXOIGPLCA,Euphorbia hyberna,Euphorbia hyberna,Euphorbia hyberna L.,Euphorbia hyberna,Euphorbiaceae,10.1016/S0031-9422(02)00182-6,10.1016_S0031-9422(02)00182-6
220156,"[(1R,3E,5R,7S,11R,12R,13S,14R)-1,11-diacetyloxy-3,6,6,14-tetramethyl-10-methylidene-2-oxo-13-tricyclo[10.3.0.05,7]pentadec-3-enyl] acetate",WFMPZQDIRPRCNA-BKCYVMMZSA-N,WFMPZQDIRPRCNA,Euphorbia hyberna,Euphorbia hyberna,Euphorbia hyberna L.,Euphorbia hyberna,Euphorbiaceae,10.1016/S0031-9422(02)00182-6,10.1016_S0031-9422(02)00182-6
219819,diacetyl benzoyl lathyrol,JPYYWXPAHJBKJX-UHFFFAOYSA-N,JPYYWXPAHJBKJX,Euphorbia hyberna,Euphorbia hyberna,Euphorbia hyberna L.,Euphorbia hyberna,Euphorbiaceae,10.1016/S0031-9422(02)00182-6,10.1016_S0031-9422(02)00182-6
219552,"7,7,12,16-Tetramethyl-15-(6-methyl-5-methylideneheptan-2-yl)pentacyclo[9.7.0.01,3.03,8.012,16]octadec-8-en-6-ol",IEUYPKKOHSWZRJ-UHFFFAOYSA-N,IEUYPKKOHSWZRJ,Euphorbia lathyris,Euphorbia lathyris,Euphorbia lathyris L.,Euphorbia lathyris,Euphorbiaceae,10.1104/PP.89.2.681,10.1104_PP.89.2.681
220512,euphol,CAHGCLMLTWQZNJ-WZLOIPHISA-N,CAHGCLMLTWQZNJ,Euphorbia lathyris,Euphorbia lathyris,Euphorbia lathyris L.,Euphorbia lathyris,Euphorbiaceae,10.1104/PP.89.2.681,10.1104_PP.89.2.681
221586,cycloartenol,ONQRKEUAIJMULO-YBXTVTTCSA-N,ONQRKEUAIJMULO,Euphorbia lathyris,Euphorbia lathyris,Euphorbia lathyris L.,Euphorbia lathyris,Euphorbiaceae,10.1104/PP.89.2.681,10.1104_PP.89.2.681
221593,lanosterol,CAHGCLMLTWQZNJ-BQNIITSRSA-N,CAHGCLMLTWQZNJ,Euphorbia lathyris,Euphorbia lathyris,Euphorbia lathyris L.,Euphorbia lathyris,Euphorbiaceae,10.1104/PP.89.2.681,10.1104_PP.89.2.681
151205,Heliotropamide,VNFIQMCRAYEPSY-FXJSISFJSA-N,VNFIQMCRAYEPSY,Heliotropium ovalifolium,Euploca ovalifolia,Euploca ovalifolia (Forssk.) Diane & Hilger,Euploca ovalifolia,Boraginaceae,10.1021/NP020366K,10.1021_NP020366K
149975,1-helio-10H-phenanthren-9-one,OZDBOKRHPPSEJA-UHFFFAOYSA-N,OZDBOKRHPPSEJA,Euploca ovalifolia,Euploca ovalifolia,Euploca ovalifolia (Forssk.) Diane & Hilger,Euploca ovalifolia,Boraginaceae,10.1021/NP020366K,10.1021_NP020366K
150846,"[(1R,2R,7R,8R)-2,7-dihydroxy-2,3,5,6,7,8-hexahydro-1H-pyrrolizin-1-yl]methyl (Z)-2-methylbut-2-enoate",AHEFJHUJTOUGNG-ATZCRFCSSA-N,AHEFJHUJTOUGNG,Heliotropium ovalifolium,Euploca ovalifolia,Euploca ovalifolia (Forssk.) Diane & Hilger,Euploca ovalifolia,Boraginaceae,10.1021/NP020366K,10.1021_NP020366K
150954,"(8aR,10aR)-2,3-dimethoxy-8a-methyl-5-methylidene-6,9,10,10a-tetrahydroanthracene-1,4-dione",GFWSTYAKNHELSQ-ACJLOTCBSA-N,GFWSTYAKNHELSQ,Heliotropium ovalifolium,Euploca ovalifolia,Euploca ovalifolia (Forssk.) Diane & Hilger,Euploca ovalifolia,Boraginaceae,10.1021/NP020366K,10.1021_NP020366K
151013,"(6R,7S)-7-ethenyl-2,3-dimethoxy-7-methyl-6-prop-1-en-2-yl-6,8-dihydro-5H-naphthalene-1,4-dione",KUMTUFPJQNENGL-FZKQIMNGSA-N,KUMTUFPJQNENGL,Heliotropium ovalifolium,Euploca ovalifolia,Euploca ovalifolia (Forssk.) Diane & Hilger,Euploca ovalifolia,Boraginaceae,10.1021/NP020366K,10.1021_NP020366K
151054,1-helio-10H-phenanthren-9-one,OZDBOKRHPPSEJA-UHFFFAOYSA-N,OZDBOKRHPPSEJA,Heliotropium ovalifolium,Euploca ovalifolia,Euploca ovalifolia (Forssk.) Diane & Hilger,Euploca ovalifolia,Boraginaceae,10.1021/NP020366K,10.1021_NP020366K
